Tgl,x
2008-05-09,0
2008-05-10,0
2008-05-11,0
2008-05-12,0
2008-05-13,0
2008-05-14,43
2008-05-15,0
2008-05-16,0
2008-05-17,0
2008-05-18,0
2008-05-19,0
2008-05-20,0
2008-05-21,56
2008-05-22,4
2008-05-23,21
2008-05-24,0
2008-05-25,10
2008-05-26,0
2008-05-27,15
2008-05-28,0
2008-05-29,0
2008-05-30,0
2008-05-31,0
2008-06-01,0
2008-06-02,0
2008-06-03,0
2008-06-04,0
2008-06-05,3
2008-06-06,4
2008-06-07,0
2008-06-08,0
2008-06-09,0
2008-06-10,16
2008-06-11,29
2008-06-12,0
2008-06-13,0
2008-06-14,0
2008-06-15,0
2008-06-16,2
2008-06-17,8
2008-06-18,8
2008-06-19,0
2008-06-20,0
2008-06-21,0
2008-06-22,0
2008-06-23,0
2008-06-24,0
2008-06-25,0
2008-06-26,0
2008-06-27,0
2008-06-28,9
2008-06-29,0
2008-06-30,16
2008-07-01,0
2008-07-02,0
2008-07-03,0
2008-07-04,0
2008-07-05,0
2008-07-06,0
2008-07-07,0
2008-07-08,0
2008-07-09,0
2008-07-10,0
2008-07-11,0
2008-07-12,0
2008-07-13,0
2008-07-14,0
2008-07-15,0
2008-07-16,0
2008-07-17,0
2008-07-18,0
2008-07-19,0
2008-07-20,0
2008-07-21,0
2008-07-22,0
2008-07-23,0
2008-07-24,2
2008-07-25,0
2008-07-26,0
2008-07-27,0
2008-07-28,0
2008-07-29,0
2008-07-30,0
2008-07-31,0
2008-08-01,4
2008-08-02,6
2008-08-03,41
2008-08-04,0
2008-08-05,0
2008-08-06,0
2008-08-07,0
2008-08-08,0
2008-08-09,0
2008-08-10,0
2008-08-11,0
2008-08-12,10
2008-08-13,44
2008-08-14,0
2008-08-15,0
2008-08-16,0
2008-08-17,0
2008-08-18,0
2008-08-19,0
2008-08-20,0
2008-08-21,0
2008-08-22,0
2008-08-23,0
2008-08-24,1
2008-08-25,0
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,5
2008-08-31,4
2008-09-01,18
2008-09-02,1
2008-09-03,0
2008-09-04,0
2008-09-05,0
2008-09-06,0
2008-09-07,0
2008-09-08,0
2008-09-09,14
2008-09-10,6
2008-09-11,1
2008-09-12,0
2008-09-13,0
2008-09-14,0
2008-09-15,0
2008-09-16,0
2008-09-17,7
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,0
2008-09-24,0
2008-09-25,0
2008-09-26,0
2008-09-27,0
2008-09-28,0
2008-09-29,0
2008-09-30,0
2008-10-01,31
2008-10-02,4
2008-10-03,3
2008-10-04,0
2008-10-05,25
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,1
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,5
2008-10-16,0
2008-10-17,14
2008-10-18,34
2008-10-19,0
2008-10-20,3
2008-10-21,0
2008-10-22,0
2008-10-23,13
2008-10-24,30
2008-10-25,0
2008-10-26,0
2008-10-27,11
2008-10-28,0
2008-10-29,43
2008-10-30,0
2008-10-31,4
2008-11-01,32
2008-11-02,4
2008-11-03,64
2008-11-04,8
2008-11-05,15
2008-11-06,6
2008-11-07,38
2008-11-08,25
2008-11-09,10
2008-11-10,37
2008-11-11,39
2008-11-12,3
2008-11-13,16
2008-11-14,46
2008-11-15,56
2008-11-16,6
2008-11-17,8
2008-11-18,2
2008-11-19,2
2008-11-20,2
2008-11-21,1
2008-11-22,4
2008-11-23,1
2008-11-24,43
2008-11-25,19
2008-11-26,15
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,11
2008-12-02,2
2008-12-03,45
2008-12-04,46
2008-12-05,2
2008-12-06,7
2008-12-07,5
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,8
2008-12-12,3
2008-12-13,0
2008-12-14,3
2008-12-15,7
2008-12-16,61
2008-12-17,1
2008-12-18,0
2008-12-19,0
2008-12-20,18
2008-12-21,0
2008-12-22,8
2008-12-23,38
2008-12-24,20
2008-12-25,0
2008-12-26,25
2008-12-27,1
2008-12-28,2
2008-12-29,1
2008-12-30,0
2008-12-31,0
