Tgl,x
2009-06-08,2
2009-06-09,0
2009-06-10,0
2009-06-11,0
2009-06-12,0
2009-06-13,20
2009-06-14,31
2009-06-15,0
2009-06-16,0
2009-06-17,0
2009-06-18,0
2009-06-19,0
2009-06-20,0
2009-06-21,0
2009-06-22,0
2009-06-23,0
2009-06-24,0
2009-06-25,0
2009-06-26,0
2009-06-27,0
2009-06-28,0
2009-06-29,0
2009-06-30,0
2009-07-01,1
2009-07-02,0
2009-07-03,0
2009-07-04,0
2009-07-05,0
2009-07-06,0
2009-07-07,0
2009-07-08,0
2009-07-09,2
2009-07-10,4
2009-07-11,4
2009-07-12,46
2009-07-13,3
2009-07-14,18
2009-07-15,0
2009-07-16,2
2009-07-17,0
2009-07-18,0
2009-07-19,0
2009-07-20,0
2009-07-21,0
2009-07-22,0
2009-07-23,0
2009-07-24,0
2009-07-25,0
2009-07-26,0
2009-07-27,0
2009-07-28,0
2009-07-29,0
2009-07-30,0
2009-07-31,0
2009-08-01,4
2009-08-02,0
2009-08-03,0
2009-08-04,0
2009-08-05,0
2009-08-06,0
2009-08-07,0
2009-08-08,0
2009-08-09,0
2009-08-10,0
2009-08-11,0
2009-08-12,0
2009-08-13,0
2009-08-14,5
2009-08-15,0
2009-08-16,0
2009-08-17,0
2009-08-18,0
2009-08-19,0
2009-08-20,0
2009-08-21,0
2009-08-22,0
2009-08-23,0
2009-08-24,0
2009-08-25,0
2009-08-26,0
2009-08-27,0
2009-08-28,0
2009-08-29,0
2009-08-30,0
2009-08-31,0
2009-09-01,0
2009-09-02,15
2009-09-03,6
2009-09-04,4
2009-09-05,8
2009-09-06,0
2009-09-07,0
2009-09-08,0
2009-09-09,0
2009-09-10,0
2009-09-11,0
2009-09-12,0
2009-09-13,0
2009-09-14,0
2009-09-15,0
2009-09-16,26
2009-09-17,14
2009-09-18,0
2009-09-19,0
2009-09-20,0
2009-09-21,0
2009-09-22,0
2009-09-23,0
2009-09-24,0
2009-09-25,0
2009-09-26,3
2009-09-27,38
2009-09-28,0
2009-09-29,0
2009-09-30,23
2009-10-01,9
2009-10-02,3
2009-10-03,0
2009-10-04,0
2009-10-05,0
2009-10-06,0
2009-10-07,0
2009-10-08,0
2009-10-09,6
2009-10-10,0
2009-10-11,0
2009-10-12,0
2009-10-13,0
2009-10-14,10
2009-10-15,0
2009-10-16,4
2009-10-17,0
2009-10-18,0
2009-10-19,14
2009-10-20,0
2009-10-21,0
2009-10-22,17
2009-10-23,0
2009-10-24,0
2009-10-25,0
2009-10-26,0
2009-10-27,22
2009-10-28,0
2009-10-29,0
2009-10-30,5
2009-10-31,0
2009-11-01,0
2009-11-02,0
2009-11-03,0
2009-11-04,9
2009-11-05,13
2009-11-06,9
2009-11-07,8
2009-11-08,1
2009-11-09,1
2009-11-10,4
2009-11-11,0
2009-11-12,0
2009-11-13,0
2009-11-14,6
2009-11-15,0
2009-11-16,0
2009-11-17,0
2009-11-18,5
2009-11-19,0
2009-11-20,11
2009-11-21,0
2009-11-22,35
2009-11-23,13
2009-11-24,10
2009-11-25,25
2009-11-26,16
2009-11-27,2
2009-11-28,10
2009-11-29,20
2009-11-30,33
2009-12-01,2
2009-12-02,0
2009-12-03,0
2009-12-04,0
2009-12-05,0
2009-12-06,0
2009-12-07,0
2009-12-08,0
2009-12-09,17
2009-12-10,0
2009-12-11,73
2009-12-12,24
2009-12-13,4
2009-12-14,26
2009-12-15,9
2009-12-16,0
2009-12-17,0
2009-12-18,0
2009-12-19,0
2009-12-20,0
2009-12-21,10
2009-12-22,0
2009-12-23,5
2009-12-24,33
2009-12-25,28
2009-12-26,30
2009-12-27,72
2009-12-28,19
2009-12-29,20
2009-12-30,4
2009-12-31,18
